product_id,product_name,category,brand,store_id,store_name,store_location,base_price,discount_rate,promotion_type,day_of_year,month,day_of_week,season,is_holiday,avg_units_sold_30d,avg_customers_30d,profit_margin,profit_class
P100136,Dell Home Item,Home,Dell,S024,Amazon Store 24,EU,65.0,0.21,Flash Sale,47,2,Sat,Winter,0,15,20,0.11,low
P100365,HP Sports Item,Sports,HP,S030,Amazon Store 30,US-East,215.14,0.28,Flash Sale,63,3,Tue,Winter,0,52,116,0.27,medium
P100352,Dell Beauty Item,Beauty,Dell,S045,Amazon Store 45,UK,62.52,0.16,Seasonal,225,8,Wed,Summer,0,36,65,0.165,medium
P101152,Samsung Grocery Item,Grocery,Samsung,S012,Amazon Store 12,Canada,3.73,0.0,No Promotion,69,3,Fri,Winter,0,21,40,0.209,medium
P100432,Dell Electronics Item,Electronics,Dell,S034,Amazon Store 34,UK,189.45,0.49,Clearance,299,10,Wed,Fall,1,51,70,-0.5,loss
P100697,Nike Electronics Item,Electronics,Nike,S009,Amazon Store 9,EU,319.04,0.14,Seasonal,290,10,Wed,Fall,0,27,39,0.408,high
P100229,AmazonBasics Home Item,Home,AmazonBasics,S012,Amazon Store 12,Canada,466.22,0.0,No Promotion,296,10,Sun,Fall,0,16,31,0.435,high
P100987,L'Oreal Sports Item,Sports,L'Oreal,S000,Amazon Store 0,Canada,276.87,0.52,Clearance,203,7,Fri,Summer,0,36,89,-0.217,loss
P100317,L'Oreal Grocery Item,Grocery,L'Oreal,S027,Amazon Store 27,UK,6.25,0.0,No Promotion,61,3,Fri,Winter,0,15,30,0.264,medium
P100916,LG Electronics Item,Electronics,LG,S013,Amazon Store 13,US-East,1117.3,0.07,Seasonal,318,11,Mon,Fall,0,33,73,0.261,medium
P100243,Sony Electronics Item,Electronics,Sony,S043,Amazon Store 43,US-West,1371.33,0.0,No Promotion,314,11,Tue,Fall,0,87,192,0.43,high
P100240,LG Grocery Item,Grocery,LG,S019,Amazon Store 19,US-East,25.98,0.16,Seasonal,161,6,Wed,Spring,0,13,30,0.341,high
P100276,HP Electronics Item,Electronics,HP,S004,Amazon Store 4,EU,261.74,0.0,No Promotion,331,12,Tue,Fall,0,24,44,0.406,high
P100006,Dell Fashion Item,Fashion,Dell,S006,Amazon Store 6,US-East,191.4,0.12,Seasonal,16,1,Tue,Winter,1,60,134,0.305,high
P100819,L'Oreal Home Item,Home,L'Oreal,S003,Amazon Store 3,US-East,360.85,0.15,Seasonal,338,12,Sun,Fall,0,18,22,0.351,high
P100653,Samsung Sports Item,Sports,Samsung,S024,Amazon Store 24,EU,218.96,0.49,Clearance,94,4,Thu,Spring,0,26,52,0.019,low
P101025,Samsung Grocery Item,Grocery,Samsung,S011,Amazon Store 11,US-West,38.57,0.07,Seasonal,304,11,Mon,Fall,0,20,39,0.355,high
P101171,Nike Home Item,Home,Nike,S043,Amazon Store 43,US-West,327.51,0.18,Seasonal,138,5,Wed,Spring,1,24,56,0.141,low
P100357,AmazonBasics Grocery Item,Grocery,AmazonBasics,S049,Amazon Store 49,US-East,21.77,0.17,Seasonal,338,12,Sat,Fall,0,17,37,0.206,medium
P100148,Sony Beauty Item,Beauty,Sony,S044,Amazon Store 44,Canada,134.94,0.23,Flash Sale,38,2,Fri,Winter,0,17,29,0.039,low
P100610,AmazonBasics Beauty Item,Beauty,AmazonBasics,S026,Amazon Store 26,US-East,131.2,0.4,Clearance,127,5,Fri,Spring,0,12,23,-0.236,loss
P100914,Sony Grocery Item,Grocery,Sony,S023,Amazon Store 23,Canada,16.1,0.0,No Promotion,275,10,Tue,Fall,0,50,93,0.292,medium
P101152,Samsung Grocery Item,Grocery,Samsung,S024,Amazon Store 24,EU,3.73,0.17,Holiday,164,6,Mon,Spring,0,8,9,0.113,low
P100096,LG Beauty Item,Beauty,LG,S015,Amazon Store 15,US-West,81.44,0.0,No Promotion,319,11,Mon,Fall,0,13,17,0.276,medium
P100989,HP Beauty Item,Beauty,HP,S026,Amazon Store 26,US-East,198.14,0.0,No Promotion,77,3,Wed,Winter,0,26,35,0.361,high
P101027,Nike Grocery Item,Grocery,Nike,S027,Amazon Store 27,UK,37.29,0.0,No Promotion,174,6,Wed,Summer,0,15,32,0.392,high
P100766,AmazonBasics Home Item,Home,AmazonBasics,S035,Amazon Store 35,US-West,169.71,0.18,Seasonal,358,12,Tue,Fall,0,69,167,0.056,low
P100003,LG Sports Item,Sports,LG,S000,Amazon Store 0,Canada,243.31,0.0,No Promotion,321,11,Tue,Fall,0,17,29,0.353,high
P100330,AmazonBasics Grocery Item,Grocery,AmazonBasics,S045,Amazon Store 45,UK,8.14,0.0,No Promotion,91,4,Tue,Spring,0,29,72,0.254,medium
P100762,Nike Fashion Item,Fashion,Nike,S027,Amazon Store 27,UK,15.9,0.0,No Promotion,238,8,Thu,Summer,0,23,51,0.235,medium
P100003,LG Sports Item,Sports,LG,S014,Amazon Store 14,US-East,243.31,0.21,Holiday,264,9,Mon,Fall,1,20,34,0.285,medium
P100106,L'Oreal Fashion Item,Fashion,L'Oreal,S030,Amazon Store 30,US-East,206.36,0.56,Clearance,179,6,Tue,Summer,0,8,13,-0.376,loss
P101104,Adidas Sports Item,Sports,Adidas,S017,Amazon Store 17,US-East,240.19,0.42,Clearance,209,7,Sun,Summer,0,22,44,-0.08,loss
P100863,Adidas Fashion Item,Fashion,Adidas,S013,Amazon Store 13,US-East,184.14,0.14,Seasonal,73,3,Mon,Winter,0,20,32,0.228,medium
P100936,Sony Beauty Item,Beauty,Sony,S034,Amazon Store 34,UK,28.97,0.23,Holiday,107,4,Sat,Spring,0,62,147,0.107,low
P100487,LG Beauty Item,Beauty,LG,S020,Amazon Store 20,Canada,22.25,0.0,No Promotion,345,12,Fri,Fall,0,31,75,0.484,high
P101171,Nike Home Item,Home,Nike,S037,Amazon Store 37,EU,327.51,0.0,No Promotion,295,10,Fri,Fall,0,4,5,0.428,high
P100278,AmazonBasics Electronics Item,Electronics,AmazonBasics,S046,Amazon Store 46,EU,638.7,0.0,No Promotion,284,10,Mon,Fall,0,20,24,0.206,medium
P100967,Dell Beauty Item,Beauty,Dell,S012,Amazon Store 12,Canada,52.42,0.25,Flash Sale,353,12,Sat,Fall,0,22,41,0.037,low
P100781,Nike Grocery Item,Grocery,Nike,S008,Amazon Store 8,US-West,29.86,0.0,No Promotion,182,7,Fri,Summer,0,57,84,0.286,medium
P100294,Dell Electronics Item,Electronics,Dell,S036,Amazon Store 36,US-East,673.55,0.0,No Promotion,37,2,Fri,Winter,0,10,22,0.263,medium
P100457,AmazonBasics Home Item,Home,AmazonBasics,S009,Amazon Store 9,EU,249.95,0.0,No Promotion,137,5,Fri,Spring,0,11,27,0.362,high
P101137,Sony Electronics Item,Electronics,Sony,S027,Amazon Store 27,UK,126.59,0.39,Clearance,338,12,Wed,Fall,0,22,54,-0.294,loss
P101063,LG Beauty Item,Beauty,LG,S028,Amazon Store 28,Canada,172.3,0.23,Holiday,56,2,Sat,Winter,0,16,33,0.242,medium
P100168,LG Beauty Item,Beauty,LG,S032,Amazon Store 32,US-West,33.7,0.35,Clearance,187,7,Wed,Summer,0,19,41,0.112,low
P100894,Samsung Sports Item,Sports,Samsung,S043,Amazon Store 43,US-West,278.54,0.0,No Promotion,341,12,Mon,Fall,0,51,83,0.35,high
P100290,Samsung Grocery Item,Grocery,Samsung,S028,Amazon Store 28,Canada,38.76,0.0,No Promotion,258,9,Mon,Summer,0,22,29,0.467,high
P101106,Sony Fashion Item,Fashion,Sony,S038,Amazon Store 38,EU,256.47,0.22,Flash Sale,58,2,Thu,Winter,0,11,13,0.182,medium
P101168,Apple Beauty Item,Beauty,Apple,S001,Amazon Store 1,US-East,46.31,0.0,No Promotion,363,13,Wed,Fall,0,15,22,0.292,medium
P101177,Sony Home Item,Home,Sony,S001,Amazon Store 1,US-East,141.35,0.35,Flash Sale,123,5,Mon,Spring,0,7,8,-0.015,loss
P100628,L'Oreal Grocery Item,Grocery,L'Oreal,S010,Amazon Store 10,US-East,34.37,0.34,Clearance,188,7,Wed,Summer,0,7,9,-0.19,loss
P100912,Sony Beauty Item,Beauty,Sony,S044,Amazon Store 44,Canada,89.0,0.0,No Promotion,230,8,Thu,Summer,0,10,20,0.222,medium
P100955,Dell Grocery Item,Grocery,Dell,S043,Amazon Store 43,US-West,10.35,0.07,Seasonal,168,6,Mon,Spring,0,12,25,0.274,medium
P101041,Adidas Beauty Item,Beauty,Adidas,S019,Amazon Store 19,US-East,135.23,0.0,No Promotion,114,4,Mon,Spring,0,65,151,0.477,high
P100948,HP Fashion Item,Fashion,HP,S017,Amazon Store 17,US-East,221.58,0.22,Holiday,252,9,Mon,Summer,0,13,31,0.062,low
P100437,Samsung Sports Item,Sports,Samsung,S022,Amazon Store 22,UK,50.69,0.0,No Promotion,107,4,Mon,Spring,0,26,31,0.392,high
P100868,Dell Home Item,Home,Dell,S047,Amazon Store 47,Canada,471.42,0.15,Seasonal,37,2,Tue,Winter,1,26,54,0.305,high
P100220,AmazonBasics Grocery Item,Grocery,AmazonBasics,S023,Amazon Store 23,Canada,38.11,0.0,No Promotion,335,12,Sat,Fall,0,20,28,0.43,high
P100830,HP Electronics Item,Electronics,HP,S002,Amazon Store 2,US-East,859.55,0.58,Clearance,92,4,Sat,Spring,1,15,18,-0.473,loss
P100473,Apple Electronics Item,Electronics,Apple,S009,Amazon Store 9,EU,981.83,0.0,No Promotion,18,1,Wed,Winter,0,22,50,0.228,medium
P100132,Nike Grocery Item,Grocery,Nike,S031,Amazon Store 31,EU,30.25,0.2,Seasonal,354,12,Wed,Fall,1,15,33,0.327,high
P100348,Nike Fashion Item,Fashion,Nike,S033,Amazon Store 33,UK,68.22,0.28,Flash Sale,63,3,Wed,Winter,1,32,74,0.299,medium
P100600,HP Electronics Item,Electronics,HP,S025,Amazon Store 25,US-East,666.0,0.0,No Promotion,150,5,Thu,Spring,0,10,20,0.458,high
P100466,Dell Electronics Item,Electronics,Dell,S035,Amazon Store 35,US-West,1073.03,0.0,No Promotion,139,5,Sun,Spring,0,24,59,0.485,high
P100792,Samsung Grocery Item,Grocery,Samsung,S047,Amazon Store 47,Canada,4.62,0.21,Holiday,186,7,Tue,Summer,0,36,64,0.307,high
P100094,Sony Beauty Item,Beauty,Sony,S015,Amazon Store 15,US-West,123.72,0.0,No Promotion,185,7,Sun,Summer,0,35,56,0.323,high
P100792,Samsung Grocery Item,Grocery,Samsung,S012,Amazon Store 12,Canada,4.62,0.09,Seasonal,205,7,Wed,Summer,0,27,60,0.131,low
P100585,LG Electronics Item,Electronics,LG,S041,Amazon Store 41,US-West,1098.95,0.32,Clearance,260,9,Wed,Summer,0,18,33,-0.168,loss
P100740,Nike Home Item,Home,Nike,S016,Amazon Store 16,EU,266.19,0.24,Flash Sale,214,8,Mon,Summer,0,94,214,0.274,medium
P100340,Dell Electronics Item,Electronics,Dell,S031,Amazon Store 31,EU,634.83,0.0,No Promotion,256,9,Sun,Summer,0,15,23,0.228,medium
P100120,Apple Home Item,Home,Apple,S030,Amazon Store 30,US-East,149.28,0.18,Seasonal,135,5,Mon,Spring,0,19,25,0.055,low
P100492,Apple Grocery Item,Grocery,Apple,S010,Amazon Store 10,US-East,39.58,0.0,No Promotion,61,3,Sun,Winter,0,58,108,0.483,high
P100050,Adidas Grocery Item,Grocery,Adidas,S037,Amazon Store 37,EU,3.44,0.1,Seasonal,363,13,Sun,Fall,0,18,36,0.245,medium
P100107,Samsung Fashion Item,Fashion,Samsung,S046,Amazon Store 46,EU,105.32,0.16,Seasonal,310,11,Mon,Fall,0,6,10,0.335,high
P101175,AmazonBasics Beauty Item,Beauty,AmazonBasics,S040,Amazon Store 40,EU,180.25,0.42,Clearance,88,3,Wed,Spring,1,8,11,0.052,low
P100007,AmazonBasics Fashion Item,Fashion,AmazonBasics,S018,Amazon Store 18,Canada,107.2,0.55,Clearance,324,11,Mon,Fall,0,37,84,-0.442,loss
P100300,Nike Grocery Item,Grocery,Nike,S002,Amazon Store 2,US-East,17.35,0.3,Clearance,207,7,Wed,Summer,0,11,15,0.282,medium
P100112,L'Oreal Fashion Item,Fashion,L'Oreal,S024,Amazon Store 24,EU,78.0,0.33,Clearance,129,5,Sun,Spring,0,16,29,0.196,medium
P100062,Samsung Fashion Item,Fashion,Samsung,S037,Amazon Store 37,EU,238.4,0.12,Holiday,311,11,Thu,Fall,0,42,71,0.129,low
P101091,HP Electronics Item,Electronics,HP,S040,Amazon Store 40,EU,1435.88,0.21,Flash Sale,3,1,Thu,Winter,0,25,60,0.28,medium
P100236,LG Sports Item,Sports,LG,S034,Amazon Store 34,UK,205.34,0.23,Flash Sale,242,9,Fri,Summer,0,23,29,0.14,low
P100980,AmazonBasics Grocery Item,Grocery,AmazonBasics,S044,Amazon Store 44,Canada,7.79,0.0,No Promotion,121,5,Tue,Spring,0,13,17,0.3,high
P101186,Adidas Grocery Item,Grocery,Adidas,S037,Amazon Store 37,EU,7.68,0.12,Seasonal,102,4,Mon,Spring,0,34,50,0.413,high
P101022,L'Oreal Grocery Item,Grocery,L'Oreal,S016,Amazon Store 16,EU,30.92,0.11,Seasonal,38,2,Sat,Winter,0,32,43,0.398,high
P101080,Adidas Beauty Item,Beauty,Adidas,S010,Amazon Store 10,US-East,43.8,0.38,Flash Sale,341,12,Mon,Fall,0,42,99,0.015,low
P101092,HP Grocery Item,Grocery,HP,S035,Amazon Store 35,US-West,20.8,0.0,No Promotion,133,5,Tue,Spring,0,19,36,0.37,high
P100064,AmazonBasics Electronics Item,Electronics,AmazonBasics,S015,Amazon Store 15,US-West,665.23,0.38,Clearance,202,7,Sun,Summer,0,11,27,0.082,low
P100174,HP Fashion Item,Fashion,HP,S041,Amazon Store 41,US-West,203.97,0.0,No Promotion,348,12,Tue,Fall,1,16,30,0.248,medium
P100345,L'Oreal Sports Item,Sports,L'Oreal,S041,Amazon Store 41,US-West,60.03,0.06,Seasonal,21,1,Sun,Winter,0,28,63,0.343,high
P100473,Apple Electronics Item,Electronics,Apple,S021,Amazon Store 21,UK,981.83,0.24,Holiday,242,9,Fri,Summer,0,15,28,-0.023,loss
P100598,Apple Fashion Item,Fashion,Apple,S034,Amazon Store 34,UK,106.51,0.0,No Promotion,109,4,Tue,Spring,1,17,26,0.48,high
P100784,AmazonBasics Electronics Item,Electronics,AmazonBasics,S021,Amazon Store 21,UK,1486.58,0.24,Flash Sale,303,11,Wed,Fall,1,28,55,0.335,high
P100226,Nike Home Item,Home,Nike,S049,Amazon Store 49,US-East,301.19,0.0,No Promotion,84,3,Mon,Spring,0,35,50,0.483,high
P100466,Dell Electronics Item,Electronics,Dell,S015,Amazon Store 15,US-West,1073.03,0.11,Seasonal,83,3,Tue,Spring,1,55,119,0.173,medium
P100108,L'Oreal Electronics Item,Electronics,L'Oreal,S035,Amazon Store 35,US-West,1328.56,0.44,Clearance,291,10,Wed,Fall,1,27,55,-0.032,loss
P101135,AmazonBasics Beauty Item,Beauty,AmazonBasics,S007,Amazon Store 7,US-East,66.18,0.49,Clearance,69,3,Tue,Winter,0,9,20,-0.315,loss
P101092,HP Grocery Item,Grocery,HP,S032,Amazon Store 32,US-West,20.8,0.51,Clearance,129,5,Sat,Spring,0,41,101,-0.37,loss
P100186,L'Oreal Sports Item,Sports,L'Oreal,S027,Amazon Store 27,UK,109.54,0.0,No Promotion,196,7,Wed,Summer,0,26,36,0.316,high
P100600,HP Electronics Item,Electronics,HP,S020,Amazon Store 20,Canada,666.0,0.58,Clearance,140,5,Thu,Spring,1,42,95,-0.5,loss
P100475,Dell Sports Item,Sports,Dell,S000,Amazon Store 0,Canada,106.92,0.0,No Promotion,283,10,Wed,Fall,0,38,79,0.303,high
P100668,Adidas Fashion Item,Fashion,Adidas,S048,Amazon Store 48,EU,80.12,0.0,No Promotion,312,11,Fri,Fall,0,77,122,0.472,high
P100426,LG Home Item,Home,LG,S004,Amazon Store 4,EU,21.83,0.23,Holiday,234,8,Sun,Summer,1,30,65,-0.008,loss
P101122,Samsung Electronics Item,Electronics,Samsung,S006,Amazon Store 6,US-East,543.4,0.0,No Promotion,23,1,Wed,Winter,1,16,32,0.479,high
P100112,L'Oreal Fashion Item,Fashion,L'Oreal,S022,Amazon Store 22,UK,78.0,0.0,No Promotion,153,6,Tue,Spring,0,15,26,0.351,high
P101160,Samsung Grocery Item,Grocery,Samsung,S013,Amazon Store 13,US-East,15.76,0.0,No Promotion,277,10,Thu,Fall,0,9,19,0.302,high
P100777,AmazonBasics Fashion Item,Fashion,AmazonBasics,S032,Amazon Store 32,US-West,195.28,0.53,Clearance,61,3,Thu,Winter,0,19,46,-0.459,loss
P100463,HP Electronics Item,Electronics,HP,S025,Amazon Store 25,US-East,1084.92,0.0,No Promotion,319,11,Wed,Fall,1,59,120,0.475,high
P101102,Apple Sports Item,Sports,Apple,S013,Amazon Store 13,US-East,397.17,0.54,Clearance,52,2,Tue,Winter,1,11,19,-0.5,loss
P100874,AmazonBasics Sports Item,Sports,AmazonBasics,S029,Amazon Store 29,US-East,349.96,0.0,No Promotion,344,12,Thu,Fall,0,121,296,0.225,medium
P100879,Apple Sports Item,Sports,Apple,S009,Amazon Store 9,EU,166.49,0.32,Flash Sale,153,6,Sat,Spring,1,30,49,0.089,low
P100693,Apple Electronics Item,Electronics,Apple,S015,Amazon Store 15,US-West,1178.43,0.3,Holiday,237,8,Wed,Summer,0,23,55,0.064,low
P100230,L'Oreal Grocery Item,Grocery,L'Oreal,S047,Amazon Store 47,Canada,31.74,0.0,No Promotion,311,11,Wed,Fall,0,44,92,0.206,medium
P100885,Nike Electronics Item,Electronics,Nike,S025,Amazon Store 25,US-East,1400.84,0.29,Holiday,302,11,Sun,Fall,0,11,19,0.044,low
P100891,Dell Fashion Item,Fashion,Dell,S017,Amazon Store 17,US-East,67.1,0.0,No Promotion,32,2,Wed,Winter,0,10,22,0.301,high
P100976,Nike Electronics Item,Electronics,Nike,S049,Amazon Store 49,US-East,1258.26,0.1,Seasonal,55,2,Thu,Winter,0,37,62,0.363,high
P100274,AmazonBasics Beauty Item,Beauty,AmazonBasics,S040,Amazon Store 40,EU,149.17,0.0,No Promotion,352,12,Mon,Fall,0,25,52,0.21,medium
P100547,Apple Fashion Item,Fashion,Apple,S018,Amazon Store 18,Canada,150.17,0.08,Seasonal,36,2,Tue,Winter,1,54,84,0.43,high
P100356,Nike Sports Item,Sports,Nike,S044,Amazon Store 44,Canada,361.36,0.3,Flash Sale,110,4,Fri,Spring,0,41,70,0.074,low
P100932,Dell Electronics Item,Electronics,Dell,S024,Amazon Store 24,EU,1026.95,0.54,Clearance,177,6,Fri,Summer,1,17,21,-0.5,loss
P100796,L'Oreal Sports Item,Sports,L'Oreal,S012,Amazon Store 12,Canada,328.44,0.08,Seasonal,362,13,Tue,Fall,0,38,62,0.214,medium
P100200,Dell Electronics Item,Electronics,Dell,S041,Amazon Store 41,US-West,1251.69,0.21,Holiday,314,11,Mon,Fall,0,23,32,0.262,medium
P100803,Sony Home Item,Home,Sony,S043,Amazon Store 43,US-West,349.96,0.0,No Promotion,295,10,Sun,Fall,0,23,53,0.258,medium
P100053,L'Oreal Electronics Item,Electronics,L'Oreal,S040,Amazon Store 40,EU,1219.03,0.0,No Promotion,336,12,Sun,Fall,1,33,65,0.284,medium
P100160,Nike Home Item,Home,Nike,S021,Amazon Store 21,UK,25.3,0.0,No Promotion,97,4,Sun,Spring,0,75,100,0.406,high
P101063,LG Beauty Item,Beauty,LG,S008,Amazon Store 8,US-West,172.3,0.0,No Promotion,213,8,Sun,Summer,1,14,22,0.294,medium
P100408,Dell Grocery Item,Grocery,Dell,S019,Amazon Store 19,US-East,6.29,0.09,Seasonal,317,11,Tue,Fall,0,14,29,0.266,medium
P101134,Sony Home Item,Home,Sony,S029,Amazon Store 29,US-East,142.55,0.0,No Promotion,137,5,Wed,Spring,0,28,54,0.357,high
P100742,AmazonBasics Beauty Item,Beauty,AmazonBasics,S009,Amazon Store 9,EU,153.38,0.0,No Promotion,6,1,Sat,Winter,1,27,59,0.33,high
P100190,Nike Fashion Item,Fashion,Nike,S017,Amazon Store 17,US-East,185.82,0.31,Clearance,109,4,Tue,Spring,0,20,41,0.207,medium
P100568,Dell Electronics Item,Electronics,Dell,S041,Amazon Store 41,US-West,1039.1,0.26,Flash Sale,35,2,Tue,Winter,0,30,38,0.128,low
P100502,Samsung Grocery Item,Grocery,Samsung,S038,Amazon Store 38,EU,11.59,0.0,No Promotion,39,2,Sat,Winter,0,54,79,0.274,medium
P100073,LG Beauty Item,Beauty,LG,S003,Amazon Store 3,US-East,53.29,0.0,No Promotion,150,5,Thu,Spring,0,34,46,0.27,medium
P100106,L'Oreal Fashion Item,Fashion,L'Oreal,S004,Amazon Store 4,EU,206.36,0.0,No Promotion,118,4,Fri,Spring,0,40,61,0.257,medium
P100913,Nike Home Item,Home,Nike,S041,Amazon Store 41,US-West,365.43,0.17,Seasonal,261,9,Fri,Summer,0,14,31,0.228,medium
P100697,Nike Electronics Item,Electronics,Nike,S049,Amazon Store 49,US-East,319.04,0.0,No Promotion,87,3,Wed,Spring,1,9,18,0.282,medium
P101050,Sony Sports Item,Sports,Sony,S047,Amazon Store 47,Canada,369.77,0.47,Clearance,76,3,Sat,Winter,0,45,66,-0.377,loss
P101084,AmazonBasics Sports Item,Sports,AmazonBasics,S019,Amazon Store 19,US-East,117.18,0.11,Seasonal,313,11,Sun,Fall,0,18,39,0.175,medium
P100830,HP Electronics Item,Electronics,HP,S002,Amazon Store 2,US-East,859.55,0.35,Clearance,214,8,Sun,Summer,0,15,30,0.223,medium
P100082,LG Beauty Item,Beauty,LG,S022,Amazon Store 22,UK,180.2,0.29,Holiday,285,10,Wed,Fall,0,18,23,0.015,low
P100313,L'Oreal Beauty Item,Beauty,L'Oreal,S030,Amazon Store 30,US-East,97.43,0.0,No Promotion,239,8,Thu,Summer,0,13,27,0.433,high
P100757,AmazonBasics Grocery Item,Grocery,AmazonBasics,S001,Amazon Store 1,US-East,24.47,0.14,Seasonal,165,6,Wed,Spring,0,15,27,0.252,medium
P101168,Apple Beauty Item,Beauty,Apple,S015,Amazon Store 15,US-West,46.31,0.25,Flash Sale,87,3,Sat,Spring,0,15,20,-0.046,loss
P100259,HP Electronics Item,Electronics,HP,S003,Amazon Store 3,US-East,1464.27,0.17,Seasonal,141,5,Sat,Spring,0,19,34,0.348,high
P101172,HP Fashion Item,Fashion,HP,S024,Amazon Store 24,EU,133.54,0.0,No Promotion,160,6,Mon,Spring,0,13,19,0.429,high
P100266,Samsung Electronics Item,Electronics,Samsung,S014,Amazon Store 14,US-East,146.03,0.44,Clearance,46,2,Thu,Winter,1,95,202,-0.39,loss
P100847,Nike Home Item,Home,Nike,S004,Amazon Store 4,EU,159.19,0.36,Clearance,112,4,Sat,Spring,0,20,25,-0.051,loss
P100273,AmazonBasics Electronics Item,Electronics,AmazonBasics,S043,Amazon Store 43,US-West,416.23,0.0,No Promotion,45,2,Sat,Winter,0,44,54,0.431,high
P100909,Adidas Electronics Item,Electronics,Adidas,S037,Amazon Store 37,EU,1299.72,0.0,No Promotion,247,9,Thu,Summer,0,12,27,0.366,high
P100317,L'Oreal Grocery Item,Grocery,L'Oreal,S040,Amazon Store 40,EU,6.25,0.07,Seasonal,104,4,Sun,Spring,0,15,23,0.2,medium
P100872,HP Beauty Item,Beauty,HP,S039,Amazon Store 39,UK,34.69,0.58,Clearance,85,3,Tue,Spring,0,18,21,-0.323,loss
P101138,Apple Beauty Item,Beauty,Apple,S047,Amazon Store 47,Canada,130.85,0.07,Seasonal,134,5,Sun,Spring,0,16,29,0.455,high
P100065,L'Oreal Beauty Item,Beauty,L'Oreal,S031,Amazon Store 31,EU,114.43,0.0,No Promotion,108,4,Tue,Spring,0,29,69,0.447,high
P100994,L'Oreal Sports Item,Sports,L'Oreal,S005,Amazon Store 5,UK,235.49,0.0,No Promotion,18,1,Mon,Winter,0,27,36,0.206,medium
P100527,Sony Beauty Item,Beauty,Sony,S049,Amazon Store 49,US-East,159.48,0.11,Seasonal,94,4,Sun,Spring,1,11,18,0.248,medium
P101187,L'Oreal Home Item,Home,L'Oreal,S038,Amazon Store 38,EU,202.73,0.27,Flash Sale,150,5,Sat,Spring,0,39,66,0.238,medium
P100489,LG Electronics Item,Electronics,LG,S046,Amazon Store 46,EU,1325.71,0.41,Clearance,246,9,Thu,Summer,0,17,32,-0.24,loss
P100923,Dell Electronics Item,Electronics,Dell,S028,Amazon Store 28,Canada,258.53,0.46,Clearance,289,10,Thu,Fall,0,28,55,0.042,low
P100267,Nike Home Item,Home,Nike,S002,Amazon Store 2,US-East,317.46,0.0,No Promotion,209,7,Tue,Summer,0,43,82,0.456,high
P100584,LG Beauty Item,Beauty,LG,S022,Amazon Store 22,UK,10.4,0.26,Flash Sale,126,5,Sun,Spring,0,67,152,0.017,low
P100594,Adidas Beauty Item,Beauty,Adidas,S047,Amazon Store 47,Canada,123.3,0.15,Seasonal,235,8,Fri,Summer,0,29,66,0.348,high
P101097,Dell Sports Item,Sports,Dell,S045,Amazon Store 45,UK,37.23,0.0,No Promotion,122,5,Fri,Spring,0,11,15,0.439,high
P100242,Dell Electronics Item,Electronics,Dell,S040,Amazon Store 40,EU,1363.56,0.37,Clearance,138,5,Sat,Spring,0,17,21,0.075,low
P101116,Apple Grocery Item,Grocery,Apple,S033,Amazon Store 33,UK,27.82,0.0,No Promotion,115,4,Tue,Spring,0,13,23,0.429,high
P100091,Samsung Sports Item,Sports,Samsung,S032,Amazon Store 32,US-West,83.74,0.0,No Promotion,162,6,Sat,Spring,1,23,40,0.202,medium
P101075,Samsung Fashion Item,Fashion,Samsung,S041,Amazon Store 41,US-West,122.44,0.39,Flash Sale,201,7,Wed,Summer,1,21,34,0.008,low
P100791,LG Sports Item,Sports,LG,S030,Amazon Store 30,US-East,262.34,0.0,No Promotion,234,8,Thu,Summer,0,47,108,0.466,high
P100244,Sony Beauty Item,Beauty,Sony,S035,Amazon Store 35,US-West,158.24,0.0,No Promotion,28,1,Sun,Winter,0,4,8,0.27,medium
P100862,LG Home Item,Home,LG,S032,Amazon Store 32,US-West,363.22,0.2,Seasonal,11,1,Sun,Winter,0,22,48,0.089,low
P100418,Adidas Grocery Item,Grocery,Adidas,S016,Amazon Store 16,EU,30.05,0.0,No Promotion,206,7,Sat,Summer,1,16,32,0.283,medium
P100876,Apple Grocery Item,Grocery,Apple,S041,Amazon Store 41,US-West,36.47,0.0,No Promotion,167,6,Mon,Spring,1,17,20,0.329,high
P101064,Adidas Home Item,Home,Adidas,S030,Amazon Store 30,US-East,391.08,0.39,Flash Sale,247,9,Sun,Summer,0,18,27,0.154,medium
P100483,Samsung Grocery Item,Grocery,Samsung,S049,Amazon Store 49,US-East,4.82,0.18,Seasonal,47,2,Fri,Winter,0,53,93,0.076,low
P100604,Adidas Electronics Item,Electronics,Adidas,S004,Amazon Store 4,EU,930.14,0.35,Clearance,246,9,Sat,Summer,1,40,51,0.102,low
P100877,Adidas Sports Item,Sports,Adidas,S023,Amazon Store 23,Canada,378.62,0.0,No Promotion,127,5,Wed,Spring,0,20,42,0.463,high
P100169,L'Oreal Beauty Item,Beauty,L'Oreal,S042,Amazon Store 42,US-East,83.22,0.6,Clearance,147,5,Thu,Spring,0,14,19,-0.5,loss
P100525,Samsung Home Item,Home,Samsung,S046,Amazon Store 46,EU,83.21,0.0,No Promotion,118,4,Sun,Spring,0,38,67,0.347,high
P100619,L'Oreal Fashion Item,Fashion,L'Oreal,S033,Amazon Store 33,UK,39.05,0.29,Flash Sale,152,6,Wed,Spring,1,8,18,-0.072,loss
